# gs_idx, es_idx, energy, intensity
2 9 2.4987e+00 1.3448e-07
2 10 2.5075e+00 4.7620e-05
2 11 2.5163e+00 1.6961e-07
10 1 -2.4371e+00 1.2285e-07
10 2 -2.4282e+00 4.0740e-05
10 3 -2.4194e+00 1.5492e-07
10 9 8.8125e-02 2.2095e-05
10 10 9.6966e-02 7.7149e-03
10 11 1.0581e-01 2.7595e-05
10 12 1.1465e-01 2.6277e-08
3 2 -2.7699e-02 -1.1454e-07
3 3 -1.8860e-02 -3.0490e-05
3 4 -1.0021e-02 -1.2213e-07
3 11 2.5063e+00 -1.8814e-07
4 2 -3.7720e-02 -2.8552e-08
4 3 -2.8881e-02 -3.0493e-05
4 4 -2.0042e-02 -7.6119e-03
4 5 -1.1204e-02 -2.8590e-05
4 6 -2.3648e-03 -2.1424e-08
4 11 2.4963e+00 -1.7688e-07
4 12 2.5051e+00 -4.6978e-05
4 13 2.5140e+00 -1.6747e-07
5 4 -3.0064e-02 -1.0741e-07
5 5 -2.1225e-02 -2.8622e-05
5 6 -1.2386e-02 -8.5980e-08
5 13 2.5040e+00 -1.7667e-07
6 6 -2.2407e-02 -2.1483e-08
11 11 9.5786e-02 -1.6302e-07
12 4 -2.4306e+00 -2.1218e-07
12 11 8.5765e-02 -1.5337e-07
12 12 9.4606e-02 -4.0167e-05
12 13 1.0345e-01 -1.4380e-07
13 13 9.3426e-02 -1.5160e-07
2 0 -4.4194e-02 1.0135e-08
2 1 -3.5355e-02 2.3193e-05
2 2 -2.6516e-02 7.7193e-03
2 3 -1.7678e-02 2.8966e-05
2 4 -8.8388e-03 2.8933e-08
2 9 2.4898e+00 1.3448e-07
2 10 2.4987e+00 4.7620e-05
2 11 2.5075e+00 1.6961e-07
10 1 -2.4459e+00 1.2285e-07
10 2 -2.4371e+00 4.0740e-05
10 3 -2.4282e+00 1.5492e-07
10 9 7.9286e-02 2.2095e-05
10 10 8.8127e-02 7.7149e-03
10 11 9.6968e-02 2.7595e-05
10 12 1.0581e-01 2.6277e-08
3 3 -2.7699e-02 -2.8557e-08
4 3 -3.7720e-02 -1.1453e-07
4 4 -2.8881e-02 -2.8590e-05
4 5 -2.0042e-02 -1.0739e-07
4 12 2.4963e+00 -1.7645e-07
